cell,integration_cluster
X192729653864347_Y_.T,1
X192729654408948_Y_.T,0
X192745848302006_Y_.T,2
X192745848661851_Y_.T,1
X192745848912182_Y_.T,0
X192745863231923_Y_.T,1
X192745863334188_Y_.T,1
X192745863563629_Y_.T,0
X192745863568606_Y_.T,2
X192745875356891_Y_.T,9
X192745875368870_Y_.T,1
X192745875561693_Y_.T,14
X192745876145899_Y_.T,1
X192745876146597_Y_.T,1
X192745894165805_Y_.T,1
X192745894467492_Y_.T,4
X192745894468389_Y_.T,1
X192747056580917_Y_.T,0
X192747056778540_Y_.T,9
X192747071007973_Y_.T,5
X192747071564086_Y_.T,5
X192747102157230_Y_.T,4
X192788797802228_Y_.T,8
X192788798065067_Y_.T,0
X192788798335267_Y_.T,0
X192788812450222_Y_.T,5
X192788812745956_Y_.T,5
X192788812938155_Y_.T,0
X192788812941164_Y_.T,7
X192788813166837_Y_.T,0
X192788825304309_Y_.T,0
X192788825790766_Y_.T,4
X192788844665054_Y_.T,12
X192806917663094_Y_.T,9
X192806917691740_Y_.T,0
X192806944991092_Y_.T,0
X192806963337948_Y_.T,1
X192859664727267_Y_.T,0
X192859665025910_Y_.T,1
X192859665250086_Y_.T,9
X192859665254643_Y_.T,5
X192859679405924_Y_.T,0
X192859679418670_Y_.T,5
X192859679419165_Y_.T,0
X192859679943068_Y_.T,0
X192859680237878_Y_.T,0
X192859692722611_Y_.T,0
X192859710864739_Y_.T,5
X192859711105773_Y_.T,1
X192859711334757_Y_.T,0
X192859711588702_Y_.T,0
X192859711630694_Y_.T,9
X195426042137965_Y_.T,2
X195426042206940_Y_.T,4
X195426042210533_Y_.T,1
X195426042702126_Y_.T,1
X195426057050339_Y_.T,0
X195426069105508_Y_.T,10
X195426088314715_Y_.T,8
X195546167528868_Y_.T,8
X195546181428974_Y_.T,0
X195546194004765_Y_.T,1
X195546194271076_Y_.T,1
X195546194532198_Y_.T,1
X195547374730467_Y_.T,4
X195547389610740_Y_.T,2
X195547390139828_Y_.T,6
X195547390233382_Y_.T,1
X195547401997149_Y_.T,0
X195547402037484_Y_.T,6
X195547402529062_Y_.T,5
X195547420907755_Y_.T,0
X195562272935195_Y_.T,4
X195562273163549_Y_.T,4
X195562273201515_Y_.T,7
X195562273458030_Y_.T,1
X195562287876918_Y_.T,1
X195562300435701_Y_.T,4
X195562300459829_Y_.T,1
X195562319038899_Y_.T,14
X195562319538094_Y_.T,0
X195562319591341_Y_.T,1
X195606445152044_Y_.T,1
X195606445701037_Y_.T,6
X195606457833196_Y_.T,4
X195606458518363_Y_.T,1
X195606458518453_Y_.T,1
X195606477429547_Y_.T,1
X195606477434214_Y_.T,4
X195615826033373_Y_.T,0
X195615841172853_Y_.T,2
X195615852972900_Y_.T,8
X195615852972957_Y_.T,0
X195615853239006_Y_.T,8
X195615853272373_Y_.T,2
X195615853861291_Y_.T,14
X195615871916269_Y_.T,1
X195615872675174_Y_.T,12
X195622402485484_Y_.T,5
X195622402738414_Y_.T,5
X195622403262812_Y_.T,0
X195622417165150_Y_.T,0
X195622429747620_Y_.T,6
X195622429977845_Y_.T,0
X195622448617389_Y_.T,5
X195622448818035_Y_.T,1
X195622449101747_Y_.T,0
X195623341902774_Y_.T,1
X195623356623788_Y_.T,1
X195623356648732_Y_.T,2
X195623356847964_Y_.T,1
X195623369271725_Y_.T,0
X195623369460468_Y_.T,4
X195623369534252_Y_.T,4
X195623388887341_Y_.T,0
X195625758157595_Y_.T,1
X195625758681819_Y_.T,12
X195625785120621_Y_.T,5
X195625785711837_Y_.T,4
X195625785714413_Y_.T,0
X195625785944309_Y_.T,0
X195958618405237_Y_.T,4
X195958618605419_Y_.T,1
X195958632728373_Y_.T,10
X195958633056996_Y_.T,10
X195958633085286_Y_.T,5
X195958633327860_Y_.T,0
X195958645058870_Y_.T,1
X195958645311725_Y_.T,5
X195958645385507_Y_.T,5
X195958663953196_Y_.T,0
X195958663961372_Y_.T,6
X195958664543660_Y_.T,4
X195958664714157_Y_.T,5
X195967073508188_Y_.T,1
X195967073540446_Y_.T,4
X195967073572700_Y_.T,1
X195967073872307_Y_.T,5
X195967074064693_Y_.T,1
X195967089039604_Y_.T,0
X195967089067950_Y_.T,2
X195967119703286_Y_.T,5
X195967120430940_Y_.T,1
X195967120521462_Y_.T,5
X195967120526044_Y_.T,0
X196019686848862_Y_.T,0
X196019687676205_Y_.T,3
X196019714189235_Y_.T,3
X196019733609844_Y_.T,0
X196043577973148_Y_.T,14
X196043592289197_Y_.T,7
X196043592351139_Y_.T,4
X196043605391197_Y_.T,1
X196043624376676_Y_.T,9
X196113237239653_Y_.T,5
X196113251551029_Y_.T,8
X196113264130422_Y_.T,0
X196113264655653_Y_.T,5
X196163836697883_Y_.T,1
X196163837478747_Y_.T,5
X196163851663725_Y_.T,2
X196163864586100_Y_.T,8
X196163883121061_Y_.T,0
X196163883678508_Y_.T,7
X196174320417571_Y_.T,3
X196174320974252_Y_.T,5
X196174333491499_Y_.T,5
X196174333795635_Y_.T,5
X196174352632548_Y_.T,0
X196180748429211_Y_.T,0
X196180748954334_Y_.T,7
X196180763137846_Y_.T,10
X196180775942438_Y_.T,9
X196180794326430_Y_.T,3
X196527700953902_Y_.T,1
X196527701318940_Y_.T,0
X196527701542764_Y_.T,1
X196527701745059_Y_.T,4
X196527715696053_Y_.T,9
X196527715900331_Y_.T,4
X196527716194012_Y_.T,0
X196527716461939_Y_.T,0
X196527716485924_Y_.T,4
X196527747938158_Y_.T,0
X196638162508508_Y_.T,6
X196638176897772_Y_.T,8
X196638177380270_Y_.T,5
X196638177610083_Y_.T,12
X196638189696876_Y_.T,8
X196638190291694_Y_.T,5
X196638208386860_Y_.T,0
X196638208617699_Y_.T,1
X196638209096556_Y_.T,14
X196715471914798_Y_.T,5
X196715472107876_Y_.T,6
X196715486268134_Y_.T,1
X196715498817910_Y_.T,2
X196715498920819_Y_.T,1
X196715499441372_Y_.T,5
X196715517765918_Y_.T,1
X196715517790950_Y_.T,5
X196715518015773_Y_.T,5
X196715518048102_Y_.T,1
X197058263635763_Y_.T,10
X197058264188787_Y_.T,8
X197058264222628_Y_.T,1
X197058279130909_Y_.T,1
X197058290994038_Y_.T,0
X197058291416419_Y_.T,1
X197058309872438_Y_.T,5
X197058310100829_Y_.T,1
X197060142774573_Y_.T,5
X197060143308196_Y_.T,9
X197060157627230_Y_.T,0
X197060157656421_Y_.T,14
X197060158221533_Y_.T,0
X197060158245605_Y_.T,1
X197060169976549_Y_.T,12
X197060170271588_Y_.T,1
X197060189645035_Y_.T,1
X197068867684587_Y_.T,0
X197068894202164_Y_.T,2
X197068894391669_Y_.T,0
X197068894886132_Y_.T,1
X197068913559797_Y_.T,11
X197135439129462_Y_.T,5
X197135439620406_Y_.T,8
X197135453547230_Y_.T,1
X197135454391667_Y_.T,10
X197135466444590_Y_.T,5
X197135466880363_Y_.T,5
X197135485492067_Y_.T,8
X197135485745580_Y_.T,0
X197135485790069_Y_.T,4
X197145236821787_Y_.T,5
X197145251429172_Y_.T,4
X197145251986787_Y_.T,12
X197145264044901_Y_.T,0
X197145264052587_Y_.T,1
X197145264504163_Y_.T,1
X197145264569589_Y_.T,0
X197145282963764_Y_.T,1
X197185771289387_Y_.T,9
X197185785714396_Y_.T,15
X197185785743158_Y_.T,1
X197185785776348_Y_.T,2
X197185798003422_Y_.T,0
X197185798625590_Y_.T,9
X197185816611699_Y_.T,3
X197185816718622_Y_.T,0
X197185817200885_Y_.T,1
X197188186660125_Y_.T,8
X197188186716076_Y_.T,4
X197188213983533_Y_.T,15
X197188232559404_Y_.T,2
X197188233092516_Y_.T,0
X197188233117094_Y_.T,2
X197188233386404_Y_.T,0
X197206037384429_Y_.T,0
X197206037612981_Y_.T,0
X197206037936045_Y_.T,1
X197206038170342_Y_.T,9
X197206052359395_Y_.T,5
X197206052855198_Y_.T,9
X197206064655092_Y_.T,1
X197206064950174_Y_.T,5
X197206065237414_Y_.T,10
X197206084278573_Y_.T,8
X197213554339045_Y_.T,1
X197213568589108_Y_.T,1
X197213569010548_Y_.T,2
X197213569050987_Y_.T,0
X197213569074931_Y_.T,5
X197213599709621_Y_.T,0
X197213599745972_Y_.T,5
X197213600213787_Y_.T,0
X197213600504755_Y_.T,3
X197213600536284_Y_.T,4
X197256786631516_Y_.T,2
X197256786696619_Y_.T,2
X197256799251683_Y_.T,1
X197256799730595_Y_.T,0
X197256818091870_Y_.T,0
X197256818412251_Y_.T,0
X197264020032371_Y_.T,1
X197264047257909_Y_.T,1
X197264065645862_Y_.T,1
X197264065871083_Y_.T,0
X199865979489523_Y_.T,0
X199865979524908_Y_.T,1
X199865979817308_Y_.T,5
X199865991646574_Y_.T,5
X199865991646622_Y_.T,9
X199865992071021_Y_.T,4
X199865992111923_Y_.T,0
X199866010941237_Y_.T,8
X199934549912292_Y_.T,5
X199934550104805_Y_.T,1
X199934564224436_Y_.T,5
X199934564293940_Y_.T,1
X199934576842605_Y_.T,0
X199934577428908_Y_.T,2
X199934577429340_Y_.T,1
X199934577597803_Y_.T,0
X199934577600758_Y_.T,4
X199934577699636_Y_.T,5
X199934595709358_Y_.T,9
X199934595747102_Y_.T,0
X199934596496813_Y_.T,3
X199944348002678_Y_.T,5
X199944362477798_Y_.T,10
X199944362903411_Y_.T,8
X199944375323365_Y_.T,0
X199944394128619_Y_.T,8
X199962332945701_Y_.T,5
X199962332973294_Y_.T,5
X199962332982123_Y_.T,5
X199962333212003_Y_.T,1
X199962347551158_Y_.T,6
X199962360405342_Y_.T,0
X199962379053364_Y_.T,0
X200348208936755_Y_.T,0
X200348223519158_Y_.T,0
X200348223626459_Y_.T,2
X200348236142326_Y_.T,0
X200348236371830_Y_.T,2
X200348254758709_Y_.T,3
X200348254989667_Y_.T,5
X200348255337900_Y_.T,0
X200348255546726_Y_.T,5
X200363912056238_Y_.T,0
X200363912129252_Y_.T,0
X200363912358310_Y_.T,4
X200363912611764_Y_.T,1
X200363927034158_Y_.T,2
X200363927104822_Y_.T,5
X200363939351325_Y_.T,0
X200416659945318_Y_.T,5
X200416674367907_Y_.T,0
X200416674659044_Y_.T,6
X200416705832747_Y_.T,4
X200416705858292_Y_.T,5
X200416705861549_Y_.T,0
X200416706292069_Y_.T,0
X200426591767789_Y_.T,1
X200426591774438_Y_.T,5
X200426591836508_Y_.T,8
X200426591996205_Y_.T,2
X200426592029989_Y_.T,2
X200426592093998_Y_.T,5
X200426592320245_Y_.T,8
X200426606483235_Y_.T,4
X200426606484189_Y_.T,1
X200426619263261_Y_.T,5
X200426619615606_Y_.T,0
X200426637965740_Y_.T,8
X200426638436643_Y_.T,1
X200426638730974_Y_.T,0
X200441221766043_Y_.T,0
X200441222294437_Y_.T,4
X200441236150620_Y_.T,5
X200441236217140_Y_.T,3
X200441236470572_Y_.T,1
X200441249347958_Y_.T,1
X200441249586420_Y_.T,4
X200441267645365_Y_.T,1
X200511163848621_Y_.T,8
X200511163950813_Y_.T,5
X200511164135341_Y_.T,0
X200511176464238_Y_.T,0
X200511176493420_Y_.T,0
X200511176959901_Y_.T,2
X200511176959915_Y_.T,5
X200511195933021_Y_.T,0
X200561480657206_Y_.T,1
X200561481370342_Y_.T,0
X200561495267189_Y_.T,0
X200561495533485_Y_.T,1
X200561495759068_Y_.T,8
X200561507911531_Y_.T,5
X200561508374374_Y_.T,6
X200561508670750_Y_.T,1
X200561526728603_Y_.T,2
X200561527475499_Y_.T,0
X200562822797085_Y_.T,11
X200562822825716_Y_.T,0
X200562823251877_Y_.T,0
X200562823314660_Y_.T,1
X200562837437796_Y_.T,0
X200562837707483_Y_.T,1
X200562850511661_Y_.T,0
X200562869128109_Y_.T,4
X200563762583284_Y_.T,0
X200563777779637_Y_.T,0
X200563789581149_Y_.T,0
X200563808418717_Y_.T,0
X200563809217894_Y_.T,4
X200563809245604_Y_.T,4
X200570473658789_Y_.T,8
X200570487851750_Y_.T,1
X200570488088420_Y_.T,0
X200570488669998_Y_.T,5
X200570500431276_Y_.T,5
X200570500470636_Y_.T,0
X200570501261557_Y_.T,0
X200570519611244_Y_.T,8
X200570519840686_Y_.T,1
X200570519901941_Y_.T,1
X200570520092068_Y_.T,2
X200899038701942_Y_.T,0
X200899053373292_Y_.T,14
X200899065691446_Y_.T,4
X200899065699637_Y_.T,8
X200899065703134_Y_.T,6
X200899065734891_Y_.T,8
X200899066226542_Y_.T,9
X200899084339635_Y_.T,1
X200899084344102_Y_.T,0
X200899085088684_Y_.T,0
X200899085090212_Y_.T,7
X200922526279454_Y_.T,0
X200922540980638_Y_.T,5
X200922541250358_Y_.T,10
X200922541451507_Y_.T,2
X200922541735198_Y_.T,0
X200922554124699_Y_.T,1
X200922572384163_Y_.T,3
X200922572442035_Y_.T,0
X200922572445980_Y_.T,5
X200922572732262_Y_.T,0
X200922573196635_Y_.T,8
X200922573260723_Y_.T,1
X200967489435894_Y_.T,1
X200967516777699_Y_.T,0
X200967535614238_Y_.T,0
X200967535647133_Y_.T,0
X200967535652123_Y_.T,12
X200974066112438_Y_.T,5
X200974066636588_Y_.T,1
X200974066641179_Y_.T,8
X200974080628964_Y_.T,0
X200974093371244_Y_.T,10
X200974112340892_Y_.T,10
X200974112841051_Y_.T,1
X200983461087133_Y_.T,4
X200983461149100_Y_.T,0
X200983461189980_Y_.T,1
X200983476096220_Y_.T,0
X200983507495771_Y_.T,13
X200994198511019_Y_.T,8
X200994198842596_Y_.T,5
X200994213185454_Y_.T,0
X200994213969269_Y_.T,1
X200994213976355_Y_.T,2
X200994214075804_Y_.T,9
X200994225773486_Y_.T,1
X200994225810731_Y_.T,5
X200994226584501_Y_.T,5
X200994244905332_Y_.T,5
X200994245490542_Y_.T,2
X201111639080163_Y_.T,0
X201111639088052_Y_.T,1
X201111639091940_Y_.T,0
X201111639308725_Y_.T,0
X201111685220787_Y_.T,4
X201111685679477_Y_.T,0
X201114458373411_Y_.T,9
X201114472303334_Y_.T,4
X201114472335277_Y_.T,10
X201114472626916_Y_.T,1
X201114484885862_Y_.T,7
X201114485119270_Y_.T,0
X201114504317355_Y_.T,0
X201465571948461_Y_.T,1
X201465586142638_Y_.T,0
X201465586706356_Y_.T,1
X201465599015333_Y_.T,4
X201465599052517_Y_.T,5
X201465617370398_Y_.T,0
X201474295327027_Y_.T,5
X201474295426284_Y_.T,1
X201474295586038_Y_.T,0
X201474295917475_Y_.T,1
X201474310064349_Y_.T,4
X201474310069148_Y_.T,3
X201474342312356_Y_.T,5
X201523580548845_Y_.T,0
X201523580754214_Y_.T,0
X201523581016355_Y_.T,1
X201585830254499_Y_.T,5
X201585831078622_Y_.T,1
X201585857775853_Y_.T,0
X201585857805662_Y_.T,1
X201585857808181_Y_.T,0
X201595493957045_Y_.T,0
X201595494250342_Y_.T,9
X201595508644075_Y_.T,4
X201595508868917_Y_.T,1
X201595521484637_Y_.T,0
X201595540916526_Y_.T,5
X201670670896486_Y_.T,1
X201670683711261_Y_.T,10
X201670683737310_Y_.T,5
X201670702774700_Y_.T,0
X204213411240804_Y_.T,5
X204213411568948_Y_.T,0
X204213425720222_Y_.T,0
X204213426183604_Y_.T,0
X204213457214774_Y_.T,6
X204213457479963_Y_.T,0
X204213457738532_Y_.T,5
X204224148458293_Y_.T,0
X204224148649773_Y_.T,1
X204224148728739_Y_.T,5
X204224163634590_Y_.T,1
X204224163659045_Y_.T,4
X204224175725363_Y_.T,8
X204351789451565_Y_.T,4
X204351804718373_Y_.T,5
X204351816461622_Y_.T,5
X204351816555748_Y_.T,0
X204351816813998_Y_.T,5
X204351817013020_Y_.T,1
X204351835683740_Y_.T,0
X204351836116709_Y_.T,1
X204351836215589_Y_.T,3
X204358231645020_Y_.T,1
X204358231713651_Y_.T,10
X204358232521947_Y_.T,1
X204358259456299_Y_.T,11
X204358259527078_Y_.T,4
X204358278043933_Y_.T,2
X204359588566966_Y_.T,0
X204359588822253_Y_.T,0
X204359601110444_Y_.T,0
X204359620549916_Y_.T,5
X204360513861406_Y_.T,1
X204360528293294_Y_.T,5
X204360528549604_Y_.T,5
X204360559515429_Y_.T,1
X204360559807221_Y_.T,1
X204360560364315_Y_.T,1
X204403329100580_Y_.T,4
X204403329316638_Y_.T,7
X204403329619755_Y_.T,4
X204403343735222_Y_.T,9
X204403344264604_Y_.T,1
X204403356125918_Y_.T,14
X204403356130100_Y_.T,0
X204403356322029_Y_.T,1
X204403356678883_Y_.T,8
X204403375036846_Y_.T,0
X204403375295925_Y_.T,4
X204403375749939_Y_.T,5
X204427085436636_Y_.T,4
X204427085933475_Y_.T,9
X204427086186269_Y_.T,2
X204427086215478_Y_.T,12
X204427086223771_Y_.T,5
X204427100116701_Y_.T,4
X204427100838812_Y_.T,1
X204427113184683_Y_.T,0
X204427113384236_Y_.T,1
X204427113421102_Y_.T,0
X204427131566940_Y_.T,5
X204427131808541_Y_.T,4
X204756724606835_Y_.T,0
X204756739086062_Y_.T,0
X204756739312878_Y_.T,0
X204756751632221_Y_.T,1
X204756752219555_Y_.T,11
X204762092780958_Y_.T,12
X204762093566774_Y_.T,8
X204762093602667_Y_.T,5
X204762108287900_Y_.T,1
X204762120898803_Y_.T,1
X204762120940340_Y_.T,0
X204762139506420_Y_.T,5
X204762139737508_Y_.T,5
X204763032869173_Y_.T,0
X204763032930147_Y_.T,5
X204763047512989_Y_.T,1
X204763047783646_Y_.T,1
X204763059832757_Y_.T,5
X204763059903724_Y_.T,0
X204763060365747_Y_.T,1
X204763060419443_Y_.T,2
X204763078774069_Y_.T,0
X204763078969699_Y_.T,5
X204763079264996_Y_.T,1
X204763079301540_Y_.T,5
X204765448812461_Y_.T,1
X204765463006582_Y_.T,8
X204765463469413_Y_.T,1
X204765475759988_Y_.T,10
X204765476312940_Y_.T,0
X204765476342557_Y_.T,7
X204765494372763_Y_.T,0
X204816853876019_Y_.T,1
X204816854464860_Y_.T,5
X204816868294043_Y_.T,1
X204816868632427_Y_.T,5
X204816868653422_Y_.T,1
X204816869088692_Y_.T,4
X204816880983398_Y_.T,5
X204816881446181_Y_.T,0
X204816899860788_Y_.T,1
X204816900111278_Y_.T,0
X204816900279603_Y_.T,5
X204816900287710_Y_.T,0
X204825309436252_Y_.T,1
X204825309932444_Y_.T,9
X204825310193892_Y_.T,9
X204825324075422_Y_.T,1
X204825324645597_Y_.T,0
X204825324902619_Y_.T,8
X204825336597405_Y_.T,4
X204825336933110_Y_.T,0
X204825336966045_Y_.T,4
X204825337485221_Y_.T,1
X204825356057443_Y_.T,4
X204882352393061_Y_.T,1
X204882366810981_Y_.T,0
X204882366847796_Y_.T,5
X204882367396646_Y_.T,0
X204882379466532_Y_.T,1
X204882380015963_Y_.T,15
X204882398041893_Y_.T,10
X204882398272931_Y_.T,5
X204882398624483_Y_.T,2
X204911342958315_Y_.T,14
X204911343519587_Y_.T,1
X204911358164323_Y_.T,9
X204911358401884_Y_.T,1
X204911370460019_Y_.T,5
X204911389857710_Y_.T,5
X204954158348715_Y_.T,2
X204954158417651_Y_.T,4
X204954158652828_Y_.T,1
X204954173355886_Y_.T,0
X204954185645365_Y_.T,0
X204954204597164_Y_.T,5
X204959661373804_Y_.T,9
X204959661538220_Y_.T,4
X204959661647587_Y_.T,0
X204959676065715_Y_.T,10
X204959676250859_Y_.T,12
X204959676316523_Y_.T,5
X204959676775284_Y_.T,1
X204959688808742_Y_.T,1
X204959688878828_Y_.T,5
X204959707715870_Y_.T,0
X204959707741419_Y_.T,0
X204959708240235_Y_.T,8
X205381656766308_Y_.T,1
X205381669080307_Y_.T,1
X205381669140902_Y_.T,14
X205381669698275_Y_.T,5
X205381669898595_Y_.T,9
X205381687958390_Y_.T,0
X205381688310702_Y_.T,6
X205381688478510_Y_.T,0
X205392379497382_Y_.T,4
X205392394274598_Y_.T,5
X205392406791989_Y_.T,1
X205392425404779_Y_.T,1
X205392425896365_Y_.T,6
X205449153375019_Y_.T,1
X205449153959726_Y_.T,0
X205449153960734_Y_.T,4
X205449168010651_Y_.T,5
X205449168809381_Y_.T,1
X205449180597491_Y_.T,0
X205449181157222_Y_.T,2
X205449181485483_Y_.T,5
X205449199537438_Y_.T,8
X205449199737628_Y_.T,0
X205449199799029_Y_.T,10
X205449200287149_Y_.T,4
X205449200326444_Y_.T,0
X205510774840036_Y_.T,5
X205510786594541_Y_.T,2
X205510787316509_Y_.T,0
X205510787418862_Y_.T,5
X205511430393075_Y_.T,2
X205511445101347_Y_.T,4
X205511445137267_Y_.T,0
X205511445592294_Y_.T,1
X205511445919979_Y_.T,0
X205511477286629_Y_.T,0
X205518946556332_Y_.T,1
X205518947084147_Y_.T,10
X205518974114660_Y_.T,1
X205518974147820_Y_.T,5
X205518993210653_Y_.T,4
X205518993308387_Y_.T,2
X205527670708587_Y_.T,2
X205527670779292_Y_.T,1
X205527671008156_Y_.T,0
X205527671495981_Y_.T,4
X205527671564123_Y_.T,5
X205527685381531_Y_.T,2
X205527685715683_Y_.T,1
X205527685719915_Y_.T,0
X205527698291491_Y_.T,5
X205527698323302_Y_.T,0
X205527698761629_Y_.T,9
X205527717461350_Y_.T,0
X205870194420596_Y_.T,8
X205870194677492_Y_.T,0
X205870209654003_Y_.T,5
X205870221944757_Y_.T,5
X205870241344811_Y_.T,0
X205870241365356_Y_.T,1
X205922673838318_Y_.T,5
X205922688264931_Y_.T,5
X205922700782387_Y_.T,10
X205922701076342_Y_.T,0
X205922701294317_Y_.T,10
X205922719615413_Y_.T,4
X205922719677686_Y_.T,0
X205922719684397_Y_.T,1
X205922719689011_Y_.T,4
X205922719878515_Y_.T,1
X205922720402731_Y_.T,1
X226205925031339_Y_.T,0
X226205925586732_Y_.T,4
X226205952523574_Y_.T,0
X226205971467638_Y_.T,1
X226265786706292_Y_.T,1
X226265786898205_Y_.T,1
X226265801018213_Y_.T,0
X226265813445028_Y_.T,4
X226265813707635_Y_.T,10
X226265814223587_Y_.T,5
X226265814230763_Y_.T,0
X226265833036723_Y_.T,1
X226273436579683_Y_.T,5
X226273436744620_Y_.T,1
X226273437076773_Y_.T,10
X226273437272870_Y_.T,5
X226273451432875_Y_.T,10
X226273451494302_Y_.T,4
X226273451952483_Y_.T,5
X226273451982110_Y_.T,0
X226273464077038_Y_.T,0
X226273482730803_Y_.T,1
X226273483156206_Y_.T,2
X226273483478878_Y_.T,1
X226283249166566_Y_.T,4
X226283249417067_Y_.T,1
X226283249589083_Y_.T,11
X226283249645813_Y_.T,0
X226283261683558_Y_.T,7
X226283262240692_Y_.T,0
X226283280853918_Y_.T,5
X226283281139557_Y_.T,0
X226343095523678_Y_.T,10
X226343095811371_Y_.T,1
X226343096071974_Y_.T,0
X226343110199222_Y_.T,0
X226343110265061_Y_.T,5
X226343110523246_Y_.T,9
X226343141924131_Y_.T,5
X226343142243238_Y_.T,15
X226394649836963_Y_.T,0
X226394649881315_Y_.T,0
X226394650135780_Y_.T,1
X226394662976734_Y_.T,0
X226806147442478_Y_.T,0
X226806162216875_Y_.T,1
X226806174534373_Y_.T,0
X226806193641310_Y_.T,9
X226806193671078_Y_.T,5
X226822386993053_Y_.T,9
X226822401713902_Y_.T,0
X226822402005915_Y_.T,0
X226829500791734_Y_.T,4
X226829500798766_Y_.T,0
X226829500869860_Y_.T,0
X226829501314868_Y_.T,1
X226829527894958_Y_.T,1
X226829528058165_Y_.T,8
X226829528587555_Y_.T,1
X226829546744043_Y_.T,1
X226874747473309_Y_.T,1
X226874759211950_Y_.T,10
X226874759273700_Y_.T,1
X226874759470389_Y_.T,1
X226874759793884_Y_.T,11
X226874778314612_Y_.T,5
X226874778369259_Y_.T,0
X226874778634485_Y_.T,5
X226874778664308_Y_.T,0
X226883187927467_Y_.T,3
X226883202308451_Y_.T,0
X226883214929251_Y_.T,1
X226883215710510_Y_.T,1
X226883233834862_Y_.T,5
X226883234622244_Y_.T,4
X226901441865956_Y_.T,1
X226901442022700_Y_.T,1
X226901456181084_Y_.T,1
X226901456206189_Y_.T,8
X226901456243614_Y_.T,0
X226901468539636_Y_.T,1
X226901468567332_Y_.T,9
X226901468756405_Y_.T,6
X226949760243422_Y_.T,5
X226949760445237_Y_.T,1
X226949787409310_Y_.T,5
X226949805755251_Y_.T,0
X226953384061796_Y_.T,4
X226953398535974_Y_.T,5
X226953410828140_Y_.T,0
X226953411128028_Y_.T,2
X226953411574005_Y_.T,0
X226953411582315_Y_.T,11
X226953429707686_Y_.T,1
X226953430485852_Y_.T,9
X226958752540589_Y_.T,1
X226958766959340_Y_.T,5
X226958766959899_Y_.T,4
X226958767245613_Y_.T,5
X226958767250740_Y_.T,4
X226958767675701_Y_.T,12
X226958779469043_Y_.T,6
X226958779562844_Y_.T,6
X226958779726198_Y_.T,0
X226958798678942_Y_.T,1
X226970295188406_Y_.T,0
X226970295195547_Y_.T,1
X226970295528283_Y_.T,5
X226970322221806_Y_.T,0
X226970322524979_Y_.T,0
X227284901652915_Y_.T,1
X227284902070107_Y_.T,1
X227284916324582_Y_.T,0
X227284916751220_Y_.T,2
X227284929165214_Y_.T,2
X227305168194782_Y_.T,7
X227305168518364_Y_.T,0
X227305168529323_Y_.T,10
X227305182882227_Y_.T,0
X227305183102827_Y_.T,1
X227305196247342_Y_.T,1
X227305196281076_Y_.T,0
X227305196313003_Y_.T,10
X227305214307124_Y_.T,12
X227305214340021_Y_.T,1
X227354828982573_Y_.T,5
X227354829342563_Y_.T,0
X227354843666214_Y_.T,1
X227354843703603_Y_.T,5
X227354844032347_Y_.T,0
X227354856320245_Y_.T,6
X227354875644254_Y_.T,5
X227354875677412_Y_.T,8
X227357110429550_Y_.T,0
X227357110462238_Y_.T,1
X227357111282596_Y_.T,0
X227357111306595_Y_.T,0
X227357125462390_Y_.T,4
X227357137717606_Y_.T,5
X227357138311908_Y_.T,0
X227357138513124_Y_.T,5
X227357157379419_Y_.T,4
X227363568138973_Y_.T,1
X227363580504989_Y_.T,4
X227363599333157_Y_.T,10
X227363599535411_Y_.T,1
X227363599800237_Y_.T,5
X227363599824686_Y_.T,9
X227363599858476_Y_.T,5
X227363599863029_Y_.T,4
X227364224231646_Y_.T,4
X227364224547548_Y_.T,2
X227364239166388_Y_.T,1
X227364239170854_Y_.T,1
X227364239460125_Y_.T,1
X227364251257629_Y_.T,0
X227364251330974_Y_.T,1
X227364251559861_Y_.T,9
X227364251592500_Y_.T,5
X227364252077283_Y_.T,10
X227425427536173_Y_.T,1
X227425427606246_Y_.T,5
X227425441966901_Y_.T,0
X227425442776878_Y_.T,4
X227425454541678_Y_.T,8
X227425455327587_Y_.T,0
X227425473386867_Y_.T,1
X227425473449246_Y_.T,1
X227425473907117_Y_.T,1
X227425474272036_Y_.T,5
X227493073049436_Y_.T,10
X227493088226612_Y_.T,1
X227493088247139_Y_.T,9
X227493100350324_Y_.T,2
X227493100542309_Y_.T,1
X227493101026038_Y_.T,4
X227493101034284_Y_.T,5
X227493119380388_Y_.T,1
X227493119384995_Y_.T,5
X227493119900910_Y_.T,0
X227510387370788_Y_.T,1
X227510387435435_Y_.T,0
X227510402038493_Y_.T,4
X227510402115373_Y_.T,0
X227510402271539_Y_.T,4
X227510414367028_Y_.T,4
X227510414591925_Y_.T,5
X227510414854380_Y_.T,0
X227510415218988_Y_.T,5
X227510433265964_Y_.T,12
X227516844530587_Y_.T,0
X227516844558566_Y_.T,4
X227516845057972_Y_.T,1
X227516876017052_Y_.T,12
X227516876541349_Y_.T,0
X227844186888435_Y_.T,2
X227844187081563_Y_.T,5
X227844187346742_Y_.T,1
X227844201868532_Y_.T,0
X227844213922726_Y_.T,8
X227844213923044_Y_.T,0
X227844214373148_Y_.T,1
X227844214646638_Y_.T,10
X227844214701277_Y_.T,0
X227844233022813_Y_.T,5
X227844233287397_Y_.T,0
X227846602483947_Y_.T,8
