gene,sample_id,count
GENE_0223,S19,30
GENE_0197,S19,1
GENE_0342,S19,6
GENE_0013,S19,0
GENE_0434,S19,12
GENE_0273,S19,3
GENE_0227,S19,3
GENE_0078,S19,37
GENE_0362,S19,21
GENE_0380,S19,20
GENE_0271,S19,4
GENE_0115,S19,11
GENE_0441,S19,32
GENE_0459,S19,15
GENE_0077,S19,117
GENE_0011,S19,18
GENE_0063,S19,19
GENE_0493,S19,11
GENE_0226,S19,17
GENE_0060,S19,4
GENE_0181,S19,17
GENE_0261,S19,28
GENE_0040,S19,1
GENE_0294,S19,2
GENE_0092,S19,2
GENE_0410,S19,18
GENE_0485,S19,1
GENE_0255,S19,0
GENE_0192,S19,15
GENE_0377,S19,165
GENE_0042,S19,11
GENE_0486,S19,34
GENE_0290,S19,9
GENE_0421,S19,9
GENE_0295,S19,30
GENE_0154,S19,9
GENE_0072,S19,22
GENE_0438,S19,19
GENE_0287,S19,3
GENE_0384,S19,34
GENE_0414,S19,12
GENE_0195,S19,5
GENE_0103,S19,21
GENE_0185,S19,5
GENE_0171,S19,6
GENE_0364,S19,11
GENE_0458,S19,26
GENE_0479,S19,12
GENE_0352,S19,12
GENE_0303,S19,56
GENE_0034,S19,32
GENE_0150,S19,17
GENE_0015,S19,13
GENE_0035,S19,2
GENE_0339,S19,2
GENE_0182,S19,12
GENE_0175,S19,5
GENE_0467,S19,9
GENE_0314,S19,10
GENE_0132,S19,20
GENE_0107,S19,10
GENE_0019,S19,34
GENE_0403,S19,11
GENE_0484,S19,3
GENE_0483,S19,8
GENE_0219,S19,5
GENE_0471,S19,4
GENE_0057,S19,30
GENE_0170,S19,48
GENE_0218,S19,38
GENE_0430,S19,11
GENE_0065,S19,63
GENE_0337,S19,12
GENE_0301,S19,10
GENE_0336,S19,6
GENE_0277,S19,10
GENE_0191,S19,7
GENE_0003,S19,13
GENE_0474,S19,14
GENE_0084,S19,18
GENE_0085,S19,21
GENE_0190,S19,35
GENE_0194,S19,28
GENE_0432,S19,3
GENE_0167,S19,1
GENE_0108,S19,35
GENE_0080,S19,4
GENE_0267,S19,12
GENE_0102,S19,6
GENE_0225,S19,1
GENE_0444,S19,19
GENE_0116,S19,16
GENE_0296,S19,7
GENE_0323,S19,1
GENE_0143,S19,5
GENE_0489,S19,11
GENE_0307,S19,4
GENE_0031,S19,17
GENE_0285,S19,15
GENE_0419,S19,18
GENE_0487,S19,21
GENE_0395,S19,4
GENE_0053,S19,43
GENE_0234,S19,3
GENE_0097,S19,17
GENE_0222,S19,6
GENE_0464,S19,7
GENE_0387,S19,6
GENE_0374,S19,8
GENE_0158,S19,71
GENE_0118,S19,5
GENE_0268,S19,5
GENE_0275,S19,70
GENE_0067,S19,16
GENE_0358,S19,5
GENE_0260,S19,26
GENE_0026,S19,6
GENE_0381,S19,79
GENE_0095,S19,14
GENE_0456,S19,7
GENE_0463,S19,146
GENE_0468,S19,12
GENE_0448,S19,24
GENE_0401,S19,28
GENE_0242,S19,49
GENE_0114,S19,37
GENE_0331,S19,21
GENE_0469,S19,2
GENE_0324,S19,15
GENE_0045,S19,11
GENE_0074,S19,78
GENE_0354,S19,15
GENE_0397,S19,10
GENE_0328,S19,6
GENE_0136,S19,1
GENE_0224,S19,3
GENE_0391,S19,35
GENE_0076,S19,7
GENE_0361,S19,3
GENE_0405,S19,21
GENE_0329,S19,21
GENE_0428,S19,26
GENE_0280,S19,64
GENE_0402,S19,6
GENE_0246,S19,1
GENE_0327,S19,52
GENE_0087,S19,8
GENE_0229,S19,8
GENE_0258,S19,58
GENE_0187,S19,30
GENE_0141,S19,16
GENE_0488,S19,96
GENE_0450,S19,9
GENE_0020,S19,34
GENE_0426,S19,10
GENE_0251,S19,24
GENE_0238,S19,52
GENE_0023,S19,9
GENE_0371,S19,23
GENE_0299,S19,38
GENE_0300,S19,6
GENE_0036,S19,5
GENE_0499,S19,3
GENE_0283,S19,2
GENE_0382,S19,126
GENE_0179,S19,0
GENE_0113,S19,7
GENE_0482,S19,7
GENE_0446,S19,14
GENE_0178,S19,24
GENE_0375,S19,25
GENE_0069,S19,4
GENE_0404,S19,7
GENE_0163,S19,15
GENE_0442,S19,8
GENE_0409,S19,78
GENE_0046,S19,14
GENE_0465,S19,25
GENE_0161,S19,26
GENE_0291,S19,43
GENE_0424,S19,8
GENE_0128,S19,3
GENE_0408,S19,19
GENE_0135,S19,7
GENE_0236,S19,4
GENE_0043,S19,17
GENE_0174,S19,45
GENE_0138,S19,12
GENE_0166,S19,10
GENE_0400,S19,34
GENE_0415,S19,11
GENE_0272,S19,210
GENE_0204,S19,19
GENE_0210,S19,3
GENE_0353,S19,31
GENE_0312,S19,17
GENE_0198,S19,34
GENE_0096,S19,33
GENE_0093,S19,11
GENE_0101,S19,1
GENE_0269,S19,16
GENE_0447,S19,3
GENE_0059,S19,6
GENE_0297,S19,19
GENE_0153,S19,67
GENE_0490,S19,18
GENE_0433,S19,3
GENE_0109,S19,15
GENE_0110,S19,47
GENE_0340,S19,5
GENE_0039,S19,10
GENE_0147,S19,19
GENE_0466,S19,9
GENE_0151,S19,29
GENE_0292,S19,8
GENE_0416,S19,17
GENE_0435,S19,1
GENE_0308,S19,11
GENE_0159,S19,19
GENE_0253,S19,14
GENE_0341,S19,73
GENE_0457,S19,7
GENE_0333,S19,20
GENE_0316,S19,22
GENE_0028,S19,2
GENE_0319,S19,4
GENE_0278,S19,3
GENE_0370,S19,25
GENE_0217,S19,11
GENE_0091,S19,125
GENE_0086,S19,9
GENE_0343,S19,3
GENE_0356,S20,4
GENE_0233,S20,16
GENE_0232,S20,57
GENE_0160,S20,30
GENE_0049,S20,5
GENE_0245,S20,21
GENE_0130,S20,52
GENE_0477,S20,39
GENE_0054,S20,25
GENE_0427,S20,7
GENE_0349,S20,28
GENE_0018,S20,14
GENE_0207,S20,26
GENE_0282,S20,24
GENE_0298,S20,36
GENE_0004,S20,8
GENE_0241,S20,48
GENE_0265,S20,13
GENE_0249,S20,88
GENE_0126,S20,6
GENE_0385,S20,72
GENE_0310,S20,10
GENE_0276,S20,10
GENE_0070,S20,11
GENE_0306,S20,9
GENE_0201,S20,28
GENE_0075,S20,11
GENE_0239,S20,8
GENE_0172,S20,14
GENE_0417,S20,110
GENE_0318,S20,54
GENE_0029,S20,27
GENE_0475,S20,13
GENE_0071,S20,5
GENE_0347,S20,18
GENE_0350,S20,5
GENE_0033,S20,8
GENE_0021,S20,4
GENE_0437,S20,13
GENE_0037,S20,22
GENE_0452,S20,10
GENE_0492,S20,39
GENE_0423,S20,6
GENE_0001,S20,3
GENE_0309,S20,12
GENE_0317,S20,33
GENE_0044,S20,73
GENE_0209,S20,9
GENE_0228,S20,29
GENE_0030,S20,5
GENE_0058,S20,7
GENE_0164,S20,34
GENE_0022,S20,22
GENE_0038,S20,2
GENE_0372,S20,36
GENE_0100,S20,37
GENE_0119,S20,9
GENE_0146,S20,22
GENE_0148,S20,20
GENE_0322,S20,14
GENE_0389,S20,7
GENE_0390,S20,4
GENE_0420,S20,7
GENE_0066,S20,26
GENE_0279,S20,34
GENE_0090,S20,10
GENE_0129,S20,16
GENE_0205,S20,1
GENE_0125,S20,41
GENE_0453,S20,2
GENE_0473,S20,10
GENE_0367,S20,5
GENE_0304,S20,6
GENE_0122,S20,37
GENE_0032,S20,12
GENE_0208,S20,24
GENE_0012,S20,4
GENE_0335,S20,12
GENE_0321,S20,19
GENE_0360,S20,5
GENE_0111,S20,39
GENE_0079,S20,10
GENE_0373,S20,2
GENE_0144,S20,9
GENE_0155,S20,35
GENE_0196,S20,43
GENE_0302,S20,10
GENE_0254,S20,8
GENE_0461,S20,8
GENE_0454,S20,126
GENE_0237,S20,19
GENE_0383,S20,27
GENE_0206,S20,41
GENE_0355,S20,20
GENE_0320,S20,5
GENE_0183,S20,14
GENE_0188,S20,6
GENE_0230,S20,11
GENE_0378,S20,36
GENE_0406,S20,13
GENE_0213,S20,24
GENE_0008,S20,8
GENE_0293,S20,10
GENE_0496,S20,1
GENE_0348,S20,23
GENE_0104,S20,10
GENE_0313,S20,35
GENE_0081,S20,0
GENE_0289,S20,85
GENE_0212,S20,10
GENE_0476,S20,21
GENE_0359,S20,5
GENE_0068,S20,29
GENE_0399,S20,3
GENE_0216,S20,6
GENE_0305,S20,59
GENE_0048,S20,10
GENE_0366,S20,15
GENE_0112,S20,39
GENE_0133,S20,22
GENE_0005,S20,10
GENE_0169,S20,25
GENE_0495,S20,83
GENE_0200,S20,7
GENE_0445,S20,14
GENE_0248,S20,39
GENE_0264,S20,51
GENE_0351,S20,61
GENE_0137,S20,20
GENE_0274,S20,10
GENE_0120,S20,72
GENE_0152,S20,5
GENE_0250,S20,17
GENE_0326,S20,0
GENE_0386,S20,15
GENE_0052,S20,13
GENE_0398,S20,18
GENE_0365,S20,17
GENE_0281,S20,48
GENE_0440,S20,22
GENE_0202,S20,9
GENE_0134,S20,31
GENE_0027,S20,32
GENE_0460,S20,5
GENE_0247,S20,16
GENE_0231,S20,21
GENE_0061,S20,9
GENE_0286,S20,39
GENE_0162,S20,7
GENE_0270,S20,17
GENE_0157,S20,10
GENE_0315,S20,4
GENE_0062,S20,2
GENE_0244,S20,5
GENE_0123,S20,51
GENE_0470,S20,7
GENE_0462,S20,9
GENE_0284,S20,0
GENE_0025,S20,8
GENE_0221,S20,4
GENE_0189,S20,53
GENE_0334,S20,29
GENE_0000,S20,8
GENE_0259,S20,167
GENE_0117,S20,29
GENE_0480,S20,14
GENE_0010,S20,1
GENE_0099,S20,138
GENE_0449,S20,2
GENE_0149,S20,3
GENE_0165,S20,53
GENE_0262,S20,149
GENE_0407,S20,45
GENE_0388,S20,18
GENE_0443,S20,38
GENE_0127,S20,20
GENE_0055,S20,20
GENE_0363,S20,11
GENE_0455,S20,23
GENE_0145,S20,17
GENE_0346,S20,3
GENE_0436,S20,13
GENE_0168,S20,6
GENE_0288,S20,13
GENE_0252,S20,6
GENE_0142,S20,3
GENE_0089,S20,9
GENE_0051,S20,43
GENE_0413,S20,17
GENE_0177,S20,4
GENE_0240,S20,6
GENE_0478,S20,28
GENE_0186,S20,3
GENE_0088,S20,7
GENE_0439,S20,21
GENE_0344,S20,0
GENE_0007,S20,9
GENE_0411,S20,5
GENE_0105,S20,4
GENE_0429,S20,37
GENE_0256,S20,2
GENE_0394,S20,28
GENE_0140,S20,10
GENE_0203,S20,31
GENE_0098,S20,9
GENE_0376,S20,35
GENE_0064,S20,13
GENE_0497,S20,17
GENE_0481,S20,9
GENE_0498,S20,17
GENE_0215,S20,18
GENE_0431,S20,21
GENE_0017,S20,10
GENE_0491,S20,5
GENE_0235,S20,4
GENE_0368,S20,50
GENE_0173,S20,4
GENE_0009,S20,8
GENE_0311,S20,12
GENE_0412,S20,39
GENE_0257,S20,10
GENE_0006,S20,29
GENE_0357,S20,2
GENE_0094,S20,12
GENE_0199,S20,4
GENE_0156,S20,86
GENE_0396,S20,5
GENE_0014,S20,15
GENE_0392,S20,17
GENE_0263,S20,19
GENE_0325,S20,8
GENE_0056,S20,6
GENE_0139,S20,21
GENE_0330,S20,6
GENE_0131,S20,30
GENE_0451,S20,125
GENE_0332,S20,2
GENE_0083,S20,5
GENE_0494,S20,7
GENE_0425,S20,135
GENE_0041,S20,6
GENE_0220,S20,47
GENE_0211,S20,56
GENE_0176,S20,8
GENE_0418,S20,19
GENE_0345,S20,57
GENE_0193,S20,13
GENE_0472,S20,12
GENE_0393,S20,6
GENE_0106,S20,2
GENE_0121,S20,5
GENE_0050,S20,1
GENE_0024,S20,13
GENE_0073,S20,5
GENE_0266,S20,16
GENE_0184,S20,4
GENE_0124,S20,12
GENE_0016,S20,38
GENE_0214,S20,6
GENE_0379,S20,10
GENE_0082,S20,22
GENE_0002,S20,5
GENE_0369,S20,50
GENE_0047,S20,25
GENE_0338,S20,4
GENE_0243,S20,14
GENE_0180,S20,28
GENE_0422,S20,10
GENE_0223,S20,16
GENE_0197,S20,7
GENE_0342,S20,19
GENE_0013,S20,3
GENE_0434,S20,13
GENE_0273,S20,6
GENE_0227,S20,6
GENE_0078,S20,62
GENE_0362,S20,40
GENE_0380,S20,33
GENE_0271,S20,3
GENE_0115,S20,9
GENE_0441,S20,42
GENE_0459,S20,29
GENE_0077,S20,160
GENE_0011,S20,30
GENE_0063,S20,4
GENE_0493,S20,11
GENE_0226,S20,6
GENE_0060,S20,15
GENE_0181,S20,30
GENE_0261,S20,14
GENE_0040,S20,1
GENE_0294,S20,1
GENE_0092,S20,5
GENE_0410,S20,30
GENE_0485,S20,7
GENE_0255,S20,4
GENE_0192,S20,15
GENE_0377,S20,80
GENE_0042,S20,11
GENE_0486,S20,32
GENE_0290,S20,6
GENE_0421,S20,12
GENE_0295,S20,25
GENE_0154,S20,6
GENE_0072,S20,17
GENE_0438,S20,9
GENE_0287,S20,7
GENE_0384,S20,34
GENE_0414,S20,11
GENE_0195,S20,7
GENE_0103,S20,14
GENE_0185,S20,3
GENE_0171,S20,10
GENE_0364,S20,5
GENE_0458,S20,33
GENE_0479,S20,14
GENE_0352,S20,14
GENE_0303,S20,21
GENE_0034,S20,69
GENE_0150,S20,22
GENE_0015,S20,7
GENE_0035,S20,7
GENE_0339,S20,2
GENE_0182,S20,15
GENE_0175,S20,9
GENE_0467,S20,5
GENE_0314,S20,16
GENE_0132,S20,19
GENE_0107,S20,11
GENE_0019,S20,30
GENE_0403,S20,14
GENE_0484,S20,2
GENE_0483,S20,5
GENE_0219,S20,13
GENE_0471,S20,1
GENE_0057,S20,34
GENE_0170,S20,46
GENE_0218,S20,37
GENE_0430,S20,12
GENE_0065,S20,35
GENE_0337,S20,18
GENE_0301,S20,12
GENE_0336,S20,10
GENE_0277,S20,9
GENE_0191,S20,8
GENE_0003,S20,10
GENE_0474,S20,18
GENE_0084,S20,14
GENE_0085,S20,12
GENE_0190,S20,29
GENE_0194,S20,39
GENE_0432,S20,2
GENE_0167,S20,1
GENE_0108,S20,29
GENE_0080,S20,2
GENE_0267,S20,15
GENE_0102,S20,4
GENE_0225,S20,1
GENE_0444,S20,18
GENE_0116,S20,24
GENE_0296,S20,11
GENE_0323,S20,1
GENE_0143,S20,13
GENE_0489,S20,19
GENE_0307,S20,7
GENE_0031,S20,17
GENE_0285,S20,22
GENE_0419,S20,16
GENE_0487,S20,21
GENE_0395,S20,6
GENE_0053,S20,52
GENE_0234,S20,10
GENE_0097,S20,9
GENE_0222,S20,2
GENE_0464,S20,2
GENE_0387,S20,4
GENE_0374,S20,10
GENE_0158,S20,66
GENE_0118,S20,3
GENE_0268,S20,1
GENE_0275,S20,63
GENE_0067,S20,13
GENE_0358,S20,5
GENE_0260,S20,40
GENE_0026,S20,6
GENE_0381,S20,62
GENE_0095,S20,16
GENE_0456,S20,10
GENE_0463,S20,116
GENE_0468,S20,9
GENE_0448,S20,23
GENE_0401,S20,14
GENE_0242,S20,42
GENE_0114,S20,69
GENE_0331,S20,14
GENE_0469,S20,4
GENE_0324,S20,13
GENE_0045,S20,7
GENE_0074,S20,57
GENE_0354,S20,7
GENE_0397,S20,4
GENE_0328,S20,19
GENE_0136,S20,6
GENE_0224,S20,3
GENE_0391,S20,33
GENE_0076,S20,7
GENE_0361,S20,13
GENE_0405,S20,31
GENE_0329,S20,42
GENE_0428,S20,16
GENE_0280,S20,30
GENE_0402,S20,2
GENE_0246,S20,3
GENE_0327,S20,47
GENE_0087,S20,10
GENE_0229,S20,13
GENE_0258,S20,33
GENE_0187,S20,28
GENE_0141,S20,25
GENE_0488,S20,121
GENE_0450,S20,5
GENE_0020,S20,35
GENE_0426,S20,17
GENE_0251,S20,8
GENE_0238,S20,47
GENE_0023,S20,14
GENE_0371,S20,27
GENE_0299,S20,25
GENE_0300,S20,12
GENE_0036,S20,6
GENE_0499,S20,6
GENE_0283,S20,2
GENE_0382,S20,107
GENE_0179,S20,8
GENE_0113,S20,6
GENE_0482,S20,8
GENE_0446,S20,27
GENE_0178,S20,19
GENE_0375,S20,28
GENE_0069,S20,5
GENE_0404,S20,6
GENE_0163,S20,15
GENE_0442,S20,13
GENE_0409,S20,65
GENE_0046,S20,14
GENE_0465,S20,40
GENE_0161,S20,27
GENE_0291,S20,45
GENE_0424,S20,22
GENE_0128,S20,3
GENE_0408,S20,32
GENE_0135,S20,8
GENE_0236,S20,4
GENE_0043,S20,28
GENE_0174,S20,30
GENE_0138,S20,9
GENE_0166,S20,26
GENE_0400,S20,72
GENE_0415,S20,13
GENE_0272,S20,131
GENE_0204,S20,25
GENE_0210,S20,3
GENE_0353,S20,25
GENE_0312,S20,18
GENE_0198,S20,41
GENE_0096,S20,37
GENE_0093,S20,13
GENE_0101,S20,1
GENE_0269,S20,5
GENE_0447,S20,5
GENE_0059,S20,8
GENE_0297,S20,11
GENE_0153,S20,73
GENE_0490,S20,21
GENE_0433,S20,4
GENE_0109,S20,25
GENE_0110,S20,63
GENE_0340,S20,3
GENE_0039,S20,8
GENE_0147,S20,15
GENE_0466,S20,6
GENE_0151,S20,17
GENE_0292,S20,10
GENE_0416,S20,22
GENE_0435,S20,5
GENE_0308,S20,11
GENE_0159,S20,23
GENE_0253,S20,6
GENE_0341,S20,40
GENE_0457,S20,7
GENE_0333,S20,19
GENE_0316,S20,24
GENE_0028,S20,0
GENE_0319,S20,3
GENE_0278,S20,2
GENE_0370,S20,30
GENE_0217,S20,3
GENE_0091,S20,131
GENE_0086,S20,7
GENE_0343,S20,12
GENE_0356,S21,5
GENE_0233,S21,16
GENE_0232,S21,51
GENE_0160,S21,22
GENE_0049,S21,5
GENE_0245,S21,22
GENE_0130,S21,65
GENE_0477,S21,25
GENE_0054,S21,8
GENE_0427,S21,7
GENE_0349,S21,24
GENE_0018,S21,15
GENE_0207,S21,26
GENE_0282,S21,21
GENE_0298,S21,26
GENE_0004,S21,13
GENE_0241,S21,31
GENE_0265,S21,16
GENE_0249,S21,115
GENE_0126,S21,5
GENE_0385,S21,50
GENE_0310,S21,19
GENE_0276,S21,7
GENE_0070,S21,7
GENE_0306,S21,6
GENE_0201,S21,12
GENE_0075,S21,21
GENE_0239,S21,1
GENE_0172,S21,12
GENE_0417,S21,97
GENE_0318,S21,44
GENE_0029,S21,19
GENE_0475,S21,19
GENE_0071,S21,25
GENE_0347,S21,35
GENE_0350,S21,7
GENE_0033,S21,11
GENE_0021,S21,4
GENE_0437,S21,32
GENE_0037,S21,14
GENE_0452,S21,5
GENE_0492,S21,60
GENE_0423,S21,0
GENE_0001,S21,3
GENE_0309,S21,22
GENE_0317,S21,26
GENE_0044,S21,68
GENE_0209,S21,10
GENE_0228,S21,39
GENE_0030,S21,15
GENE_0058,S21,7
GENE_0164,S21,34
GENE_0022,S21,14
GENE_0038,S21,2
GENE_0372,S21,51
GENE_0100,S21,54
GENE_0119,S21,10
GENE_0146,S21,16
GENE_0148,S21,21
GENE_0322,S21,10
GENE_0389,S21,4
GENE_0390,S21,6
GENE_0420,S21,10
GENE_0066,S21,41
GENE_0279,S21,20
GENE_0090,S21,11
GENE_0129,S21,29
GENE_0205,S21,0
GENE_0125,S21,44
GENE_0453,S21,4
GENE_0473,S21,14
GENE_0367,S21,4
GENE_0304,S21,2
GENE_0122,S21,67
GENE_0032,S21,4
GENE_0208,S21,22
GENE_0012,S21,10
GENE_0335,S21,15
GENE_0321,S21,13
GENE_0360,S21,6
GENE_0111,S21,24
GENE_0079,S21,11
GENE_0373,S21,4
GENE_0144,S21,7
GENE_0155,S21,26
GENE_0196,S21,30
GENE_0302,S21,8
GENE_0254,S21,8
GENE_0461,S21,10
GENE_0454,S21,91
GENE_0237,S21,23
GENE_0383,S21,20
GENE_0206,S21,28
GENE_0355,S21,14
GENE_0320,S21,10
GENE_0183,S21,9
GENE_0188,S21,3
GENE_0230,S21,8
GENE_0378,S21,23
GENE_0406,S21,19
GENE_0213,S21,31
GENE_0008,S21,14
GENE_0293,S21,20
GENE_0496,S21,1
GENE_0348,S21,23
GENE_0104,S21,21
GENE_0313,S21,43
GENE_0081,S21,0
GENE_0289,S21,84
GENE_0212,S21,4
GENE_0476,S21,22
GENE_0359,S21,4
GENE_0068,S21,18
GENE_0399,S21,5
GENE_0216,S21,3
GENE_0305,S21,45
GENE_0048,S21,8
GENE_0366,S21,15
GENE_0112,S21,28
GENE_0133,S21,15
GENE_0005,S21,9
GENE_0169,S21,22
GENE_0495,S21,121
GENE_0200,S21,12
GENE_0445,S21,17
GENE_0248,S21,42
GENE_0264,S21,36
GENE_0351,S21,45
GENE_0137,S21,16
GENE_0274,S21,5
GENE_0120,S21,55
GENE_0152,S21,1
GENE_0250,S21,9
GENE_0326,S21,7
GENE_0386,S21,14
GENE_0052,S21,12
GENE_0398,S21,9
GENE_0365,S21,21
GENE_0281,S21,63
GENE_0440,S21,15
GENE_0202,S21,7
GENE_0134,S21,29
GENE_0027,S21,59
GENE_0460,S21,3
GENE_0247,S21,12
GENE_0231,S21,26
GENE_0061,S21,10
GENE_0286,S21,55
GENE_0162,S21,19
GENE_0270,S21,15
GENE_0157,S21,11
GENE_0315,S21,10
GENE_0062,S21,7
GENE_0244,S21,2
GENE_0123,S21,73
GENE_0470,S21,1
GENE_0462,S21,5
GENE_0284,S21,4
GENE_0025,S21,6
GENE_0221,S21,2
GENE_0189,S21,62
GENE_0334,S21,47
GENE_0000,S21,9
GENE_0259,S21,187
GENE_0117,S21,18
GENE_0480,S21,7
GENE_0010,S21,1
GENE_0099,S21,131
GENE_0449,S21,3
GENE_0149,S21,2
GENE_0165,S21,27
GENE_0262,S21,94
GENE_0407,S21,66
GENE_0388,S21,31
GENE_0443,S21,28
GENE_0127,S21,22
GENE_0055,S21,21
GENE_0363,S21,16
GENE_0455,S21,11
GENE_0145,S21,12
GENE_0346,S21,9
GENE_0436,S21,8
GENE_0168,S21,1
GENE_0288,S21,10
GENE_0252,S21,5
GENE_0142,S21,6
GENE_0089,S21,10
GENE_0051,S21,75
GENE_0413,S21,34
GENE_0177,S21,0
GENE_0240,S21,9
GENE_0478,S21,21
GENE_0186,S21,6
GENE_0088,S21,4
GENE_0439,S21,33
GENE_0344,S21,5
GENE_0007,S21,22
GENE_0411,S21,3
GENE_0105,S21,7
GENE_0429,S21,17
GENE_0256,S21,3
GENE_0394,S21,23
GENE_0140,S21,11
GENE_0203,S21,13
GENE_0098,S21,16
GENE_0376,S21,28
GENE_0064,S21,16
GENE_0497,S21,8
GENE_0481,S21,13
GENE_0498,S21,31
GENE_0215,S21,5
GENE_0431,S21,7
GENE_0017,S21,10
GENE_0491,S21,5
GENE_0235,S21,2
GENE_0368,S21,87
GENE_0173,S21,4
GENE_0009,S21,5
GENE_0311,S21,3
GENE_0412,S21,14
GENE_0257,S21,9
GENE_0006,S21,40
GENE_0357,S21,6
GENE_0094,S21,15
GENE_0199,S21,7
GENE_0156,S21,60
GENE_0396,S21,4
GENE_0014,S21,19
GENE_0392,S21,37
GENE_0263,S21,19
GENE_0325,S21,8
GENE_0056,S21,13
GENE_0139,S21,13
GENE_0330,S21,7
GENE_0131,S21,34
GENE_0451,S21,122
GENE_0332,S21,11
GENE_0083,S21,4
GENE_0494,S21,5
GENE_0425,S21,174
GENE_0041,S21,5
GENE_0220,S21,51
GENE_0211,S21,49
GENE_0176,S21,2
GENE_0418,S21,23
GENE_0345,S21,86
GENE_0193,S21,5
GENE_0472,S21,19
GENE_0393,S21,5
GENE_0106,S21,2
GENE_0121,S21,7
GENE_0050,S21,4
GENE_0024,S21,3
GENE_0073,S21,2
GENE_0266,S21,22
GENE_0184,S21,5
GENE_0124,S21,16
GENE_0016,S21,27
GENE_0214,S21,2
GENE_0379,S21,22
GENE_0082,S21,58
GENE_0002,S21,2
GENE_0369,S21,59
GENE_0047,S21,19
GENE_0338,S21,12
GENE_0243,S21,16
GENE_0180,S21,14
GENE_0422,S21,18
GENE_0223,S21,14
GENE_0197,S21,6
GENE_0342,S21,7
GENE_0013,S21,4
GENE_0434,S21,7
GENE_0273,S21,5
GENE_0227,S21,10
GENE_0078,S21,45
GENE_0362,S21,39
GENE_0380,S21,34
GENE_0271,S21,5
GENE_0115,S21,6
GENE_0441,S21,58
GENE_0459,S21,9
GENE_0077,S21,166
GENE_0011,S21,12
GENE_0063,S21,9
GENE_0493,S21,15
GENE_0226,S21,9
GENE_0060,S21,14
GENE_0181,S21,27
GENE_0261,S21,22
GENE_0040,S21,2
GENE_0294,S21,3
GENE_0092,S21,2
GENE_0410,S21,14
GENE_0485,S21,2
GENE_0255,S21,0
GENE_0192,S21,26
GENE_0377,S21,236
GENE_0042,S21,14
GENE_0486,S21,29
GENE_0290,S21,20
GENE_0421,S21,11
GENE_0295,S21,46
GENE_0154,S21,15
GENE_0072,S21,17
GENE_0438,S21,26
GENE_0287,S21,3
GENE_0384,S21,30
GENE_0414,S21,8
GENE_0195,S21,14
GENE_0103,S21,14
GENE_0185,S21,2
GENE_0171,S21,12
GENE_0364,S21,9
GENE_0458,S21,40
GENE_0479,S21,14
GENE_0352,S21,9
GENE_0303,S21,13
GENE_0034,S21,51
GENE_0150,S21,20
GENE_0015,S21,8
GENE_0035,S21,1
GENE_0339,S21,4
GENE_0182,S21,8
GENE_0175,S21,7
GENE_0467,S21,4
GENE_0314,S21,13
GENE_0132,S21,12
GENE_0107,S21,11
GENE_0019,S21,25
GENE_0403,S21,11
GENE_0484,S21,1
GENE_0483,S21,6
GENE_0219,S21,11
GENE_0471,S21,5
GENE_0057,S21,13
GENE_0170,S21,59
GENE_0218,S21,58
GENE_0430,S21,13
GENE_0065,S21,47
GENE_0337,S21,12
GENE_0301,S21,6
GENE_0336,S21,4
GENE_0277,S21,11
GENE_0191,S21,8
GENE_0003,S21,6
GENE_0474,S21,8
GENE_0084,S21,20
GENE_0085,S21,17
GENE_0190,S21,44
GENE_0194,S21,22
GENE_0432,S21,1
GENE_0167,S21,1
GENE_0108,S21,17
GENE_0080,S21,3
GENE_0267,S21,10
GENE_0102,S21,4
GENE_0225,S21,2
GENE_0444,S21,13
GENE_0116,S21,23
GENE_0296,S21,1
GENE_0323,S21,0
GENE_0143,S21,6
GENE_0489,S21,23
GENE_0307,S21,3
GENE_0031,S21,20
GENE_0285,S21,9
GENE_0419,S21,27
GENE_0487,S21,16
GENE_0395,S21,2
GENE_0053,S21,55
GENE_0234,S21,20
GENE_0097,S21,23
GENE_0222,S21,9
GENE_0464,S21,11
GENE_0387,S21,5
GENE_0374,S21,10
GENE_0158,S21,65
GENE_0118,S21,3
GENE_0268,S21,5
GENE_0275,S21,70
GENE_0067,S21,8
GENE_0358,S21,4
GENE_0260,S21,35
GENE_0026,S21,12
GENE_0381,S21,76
GENE_0095,S21,35
GENE_0456,S21,11
GENE_0463,S21,112
GENE_0468,S21,6
GENE_0448,S21,27
GENE_0401,S21,20
GENE_0242,S21,33
GENE_0114,S21,80
GENE_0331,S21,9
GENE_0469,S21,8
GENE_0324,S21,24
GENE_0045,S21,7
GENE_0074,S21,98
GENE_0354,S21,6
GENE_0397,S21,10
GENE_0328,S21,11
GENE_0136,S21,3
GENE_0224,S21,3
GENE_0391,S21,49
GENE_0076,S21,5
GENE_0361,S21,2
GENE_0405,S21,27
GENE_0329,S21,41
GENE_0428,S21,31
GENE_0280,S21,54
GENE_0402,S21,4
GENE_0246,S21,2
GENE_0327,S21,60
GENE_0087,S21,10
GENE_0229,S21,1
GENE_0258,S21,51
GENE_0187,S21,28
GENE_0141,S21,28
GENE_0488,S21,78
GENE_0450,S21,10
GENE_0020,S21,23
GENE_0426,S21,13
GENE_0251,S21,13
GENE_0238,S21,70
GENE_0023,S21,18
GENE_0371,S21,30
GENE_0299,S21,38
GENE_0300,S21,3
GENE_0036,S21,9
GENE_0499,S21,6
GENE_0283,S21,2
GENE_0382,S21,84
