cell_id,gene,count,sample_id,cluster
CELL_0429,GENE_0323,3,S11,Cluster_2
CELL_0429,GENE_0051,11,S11,Cluster_2
CELL_0429,GENE_0101,8,S11,Cluster_2
CELL_0429,GENE_0337,4,S11,Cluster_2
CELL_0429,GENE_0421,12,S11,Cluster_2
CELL_0429,GENE_0392,11,S11,Cluster_2
CELL_0429,GENE_0032,13,S11,Cluster_2
CELL_0429,GENE_0161,7,S11,Cluster_2
CELL_0429,GENE_0035,22,S11,Cluster_2
CELL_0429,GENE_0293,7,S11,Cluster_2
CELL_0429,GENE_0342,5,S11,Cluster_2
CELL_0429,GENE_0139,6,S11,Cluster_2
CELL_0429,GENE_0008,1,S11,Cluster_2
CELL_0429,GENE_0457,3,S11,Cluster_2
CELL_0429,GENE_0148,4,S11,Cluster_2
CELL_0429,GENE_0103,3,S11,Cluster_2
CELL_0429,GENE_0038,18,S11,Cluster_2
CELL_0429,GENE_0135,11,S11,Cluster_2
CELL_0430,GENE_0407,7,S05,Cluster_5
CELL_0430,GENE_0140,53,S05,Cluster_5
CELL_0430,GENE_0087,4,S05,Cluster_5
CELL_0430,GENE_0470,6,S05,Cluster_5
CELL_0430,GENE_0259,32,S05,Cluster_5
CELL_0430,GENE_0392,33,S05,Cluster_5
CELL_0430,GENE_0232,6,S05,Cluster_5
CELL_0430,GENE_0146,1,S05,Cluster_5
CELL_0430,GENE_0307,4,S05,Cluster_5
CELL_0430,GENE_0188,4,S05,Cluster_5
CELL_0430,GENE_0269,9,S05,Cluster_5
CELL_0430,GENE_0091,1,S05,Cluster_5
CELL_0430,GENE_0323,8,S05,Cluster_5
CELL_0430,GENE_0172,17,S05,Cluster_5
CELL_0430,GENE_0160,14,S05,Cluster_5
CELL_0430,GENE_0096,9,S05,Cluster_5
CELL_0430,GENE_0000,7,S05,Cluster_5
CELL_0430,GENE_0492,11,S05,Cluster_5
CELL_0430,GENE_0261,2,S05,Cluster_5
CELL_0430,GENE_0283,1,S05,Cluster_5
CELL_0430,GENE_0388,2,S05,Cluster_5
CELL_0430,GENE_0020,5,S05,Cluster_5
CELL_0430,GENE_0192,1,S05,Cluster_5
CELL_0430,GENE_0241,9,S05,Cluster_5
CELL_0430,GENE_0148,20,S05,Cluster_5
CELL_0430,GENE_0041,11,S05,Cluster_5
CELL_0430,GENE_0011,2,S05,Cluster_5
CELL_0430,GENE_0035,13,S05,Cluster_5
CELL_0430,GENE_0086,7,S05,Cluster_5
CELL_0430,GENE_0361,7,S05,Cluster_5
CELL_0430,GENE_0051,10,S05,Cluster_5
CELL_0430,GENE_0408,5,S05,Cluster_5
CELL_0430,GENE_0406,12,S05,Cluster_5
CELL_0430,GENE_0204,4,S05,Cluster_5
CELL_0430,GENE_0278,3,S05,Cluster_5
CELL_0430,GENE_0292,17,S05,Cluster_5
CELL_0430,GENE_0491,4,S05,Cluster_5
CELL_0430,GENE_0237,4,S05,Cluster_5
CELL_0430,GENE_0422,5,S05,Cluster_5
CELL_0431,GENE_0391,14,S09,Cluster_3
CELL_0431,GENE_0388,2,S09,Cluster_3
CELL_0431,GENE_0162,2,S09,Cluster_3
CELL_0431,GENE_0204,8,S09,Cluster_3
CELL_0431,GENE_0047,3,S09,Cluster_3
CELL_0431,GENE_0051,11,S09,Cluster_3
CELL_0431,GENE_0290,23,S09,Cluster_3
CELL_0431,GENE_0342,15,S09,Cluster_3
CELL_0431,GENE_0166,4,S09,Cluster_3
CELL_0431,GENE_0392,63,S09,Cluster_3
CELL_0431,GENE_0475,16,S09,Cluster_3
CELL_0431,GENE_0449,16,S09,Cluster_3
CELL_0431,GENE_0022,15,S09,Cluster_3
CELL_0431,GENE_0376,3,S09,Cluster_3
CELL_0431,GENE_0439,14,S09,Cluster_3
CELL_0431,GENE_0354,7,S09,Cluster_3
CELL_0431,GENE_0374,5,S09,Cluster_3
CELL_0431,GENE_0275,19,S09,Cluster_3
CELL_0431,GENE_0293,16,S09,Cluster_3
CELL_0431,GENE_0408,2,S09,Cluster_3
CELL_0431,GENE_0287,6,S09,Cluster_3
CELL_0431,GENE_0426,17,S09,Cluster_3
CELL_0431,GENE_0375,9,S09,Cluster_3
CELL_0431,GENE_0302,6,S09,Cluster_3
CELL_0431,GENE_0494,3,S09,Cluster_3
CELL_0431,GENE_0223,2,S09,Cluster_3
CELL_0431,GENE_0255,8,S09,Cluster_3
CELL_0431,GENE_0291,4,S09,Cluster_3
CELL_0431,GENE_0116,14,S09,Cluster_3
CELL_0431,GENE_0406,1,S09,Cluster_3
CELL_0431,GENE_0336,2,S09,Cluster_3
CELL_0431,GENE_0002,10,S09,Cluster_3
CELL_0431,GENE_0387,5,S09,Cluster_3
CELL_0431,GENE_0145,3,S09,Cluster_3
CELL_0431,GENE_0086,1,S09,Cluster_3
CELL_0431,GENE_0045,4,S09,Cluster_3
CELL_0431,GENE_0485,9,S09,Cluster_3
CELL_0431,GENE_0258,6,S09,Cluster_3
CELL_0432,GENE_0293,8,S03,Cluster_6
CELL_0432,GENE_0361,20,S03,Cluster_6
CELL_0432,GENE_0374,8,S03,Cluster_6
CELL_0432,GENE_0038,2,S03,Cluster_6
CELL_0432,GENE_0041,10,S03,Cluster_6
CELL_0432,GENE_0000,2,S03,Cluster_6
CELL_0432,GENE_0083,6,S03,Cluster_6
CELL_0432,GENE_0022,38,S03,Cluster_6
CELL_0432,GENE_0061,13,S03,Cluster_6
CELL_0432,GENE_0446,6,S03,Cluster_6
CELL_0432,GENE_0079,4,S03,Cluster_6
CELL_0432,GENE_0009,16,S03,Cluster_6
CELL_0432,GENE_0336,1,S03,Cluster_6
CELL_0432,GENE_0075,7,S03,Cluster_6
CELL_0432,GENE_0135,27,S03,Cluster_6
CELL_0432,GENE_0116,4,S03,Cluster_6
CELL_0432,GENE_0117,8,S03,Cluster_6
CELL_0432,GENE_0101,26,S03,Cluster_6
CELL_0432,GENE_0219,4,S03,Cluster_6
CELL_0432,GENE_0376,3,S03,Cluster_6
CELL_0432,GENE_0439,18,S03,Cluster_6
CELL_0432,GENE_0232,4,S03,Cluster_6
CELL_0432,GENE_0064,16,S03,Cluster_6
CELL_0432,GENE_0461,15,S03,Cluster_6
CELL_0432,GENE_0162,15,S03,Cluster_6
CELL_0432,GENE_0469,8,S03,Cluster_6
CELL_0432,GENE_0216,13,S03,Cluster_6
CELL_0432,GENE_0191,4,S03,Cluster_6
CELL_0432,GENE_0454,39,S03,Cluster_6
CELL_0432,GENE_0047,24,S03,Cluster_6
CELL_0432,GENE_0193,2,S03,Cluster_6
CELL_0432,GENE_0487,18,S03,Cluster_6
CELL_0432,GENE_0354,2,S03,Cluster_6
CELL_0432,GENE_0251,16,S03,Cluster_6
CELL_0432,GENE_0122,8,S03,Cluster_6
CELL_0432,GENE_0032,13,S03,Cluster_6
CELL_0432,GENE_0312,5,S03,Cluster_6
CELL_0432,GENE_0345,2,S03,Cluster_6
CELL_0432,GENE_0492,41,S03,Cluster_6
CELL_0432,GENE_0002,66,S03,Cluster_6
CELL_0433,GENE_0307,4,S02,Cluster_6
CELL_0433,GENE_0044,4,S02,Cluster_6
CELL_0433,GENE_0452,5,S02,Cluster_6
CELL_0433,GENE_0274,8,S02,Cluster_6
CELL_0433,GENE_0461,4,S02,Cluster_6
CELL_0433,GENE_0422,9,S02,Cluster_6
CELL_0433,GENE_0336,9,S02,Cluster_6
CELL_0433,GENE_0312,8,S02,Cluster_6
CELL_0433,GENE_0013,9,S02,Cluster_6
CELL_0433,GENE_0435,97,S02,Cluster_6
CELL_0433,GENE_0291,50,S02,Cluster_6
CELL_0433,GENE_0029,1,S02,Cluster_6
CELL_0433,GENE_0088,10,S02,Cluster_6
CELL_0433,GENE_0047,27,S02,Cluster_6
CELL_0433,GENE_0160,40,S02,Cluster_6
CELL_0433,GENE_0110,3,S02,Cluster_6
CELL_0433,GENE_0407,5,S02,Cluster_6
CELL_0433,GENE_0458,2,S02,Cluster_6
CELL_0433,GENE_0166,2,S02,Cluster_6
CELL_0433,GENE_0097,14,S02,Cluster_6
CELL_0433,GENE_0119,3,S02,Cluster_6
CELL_0433,GENE_0378,15,S02,Cluster_6
CELL_0433,GENE_0408,12,S02,Cluster_6
CELL_0433,GENE_0145,25,S02,Cluster_6
CELL_0433,GENE_0489,2,S02,Cluster_6
CELL_0433,GENE_0140,2,S02,Cluster_6
CELL_0433,GENE_0258,5,S02,Cluster_6
CELL_0433,GENE_0155,1,S02,Cluster_6
CELL_0433,GENE_0487,3,S02,Cluster_6
CELL_0433,GENE_0327,5,S02,Cluster_6
CELL_0433,GENE_0295,4,S02,Cluster_6
CELL_0433,GENE_0223,16,S02,Cluster_6
CELL_0433,GENE_0449,3,S02,Cluster_6
CELL_0433,GENE_0280,9,S02,Cluster_6
CELL_0433,GENE_0231,4,S02,Cluster_6
CELL_0433,GENE_0022,9,S02,Cluster_6
CELL_0433,GENE_0051,4,S02,Cluster_6
CELL_0433,GENE_0283,2,S02,Cluster_6
CELL_0433,GENE_0009,3,S02,Cluster_6
CELL_0433,GENE_0045,15,S02,Cluster_6
CELL_0434,GENE_0491,12,S18,Cluster_1
CELL_0434,GENE_0461,4,S18,Cluster_1
CELL_0434,GENE_0097,8,S18,Cluster_1
CELL_0434,GENE_0327,2,S18,Cluster_1
CELL_0434,GENE_0083,6,S18,Cluster_1
CELL_0434,GENE_0280,4,S18,Cluster_1
CELL_0434,GENE_0004,7,S18,Cluster_1
CELL_0434,GENE_0158,7,S18,Cluster_1
CELL_0434,GENE_0457,2,S18,Cluster_1
CELL_0434,GENE_0261,17,S18,Cluster_1
CELL_0434,GENE_0480,8,S18,Cluster_1
CELL_0434,GENE_0259,3,S18,Cluster_1
CELL_0434,GENE_0269,5,S18,Cluster_1
CELL_0434,GENE_0129,10,S18,Cluster_1
CELL_0434,GENE_0112,14,S18,Cluster_1
CELL_0434,GENE_0353,16,S18,Cluster_1
CELL_0434,GENE_0469,12,S18,Cluster_1
CELL_0434,GENE_0388,15,S18,Cluster_1
CELL_0434,GENE_0487,1,S18,Cluster_1
CELL_0434,GENE_0002,37,S18,Cluster_1
CELL_0434,GENE_0494,6,S18,Cluster_1
CELL_0434,GENE_0079,5,S18,Cluster_1
CELL_0434,GENE_0044,18,S18,Cluster_1
CELL_0434,GENE_0286,1,S18,Cluster_1
CELL_0434,GENE_0161,15,S18,Cluster_1
CELL_0434,GENE_0236,1,S18,Cluster_1
CELL_0434,GENE_0446,4,S18,Cluster_1
CELL_0434,GENE_0088,20,S18,Cluster_1
CELL_0434,GENE_0045,1,S18,Cluster_1
CELL_0434,GENE_0135,12,S18,Cluster_1
CELL_0434,GENE_0291,7,S18,Cluster_1
CELL_0434,GENE_0106,10,S18,Cluster_1
CELL_0434,GENE_0009,8,S18,Cluster_1
CELL_0434,GENE_0153,2,S18,Cluster_1
CELL_0435,GENE_0146,4,S14,Cluster_4
CELL_0435,GENE_0108,11,S14,Cluster_4
CELL_0435,GENE_0457,6,S14,Cluster_4
CELL_0435,GENE_0305,8,S14,Cluster_4
CELL_0435,GENE_0150,33,S14,Cluster_4
CELL_0435,GENE_0075,17,S14,Cluster_4
CELL_0435,GENE_0318,3,S14,Cluster_4
CELL_0435,GENE_0302,2,S14,Cluster_4
CELL_0435,GENE_0451,1,S14,Cluster_4
CELL_0435,GENE_0469,2,S14,Cluster_4
CELL_0435,GENE_0098,5,S14,Cluster_4
CELL_0435,GENE_0373,6,S14,Cluster_4
CELL_0435,GENE_0291,13,S14,Cluster_4
CELL_0435,GENE_0274,6,S14,Cluster_4
CELL_0435,GENE_0139,8,S14,Cluster_4
CELL_0435,GENE_0176,16,S14,Cluster_4
CELL_0435,GENE_0073,4,S14,Cluster_4
CELL_0435,GENE_0348,44,S14,Cluster_4
CELL_0435,GENE_0237,8,S14,Cluster_4
CELL_0435,GENE_0293,11,S14,Cluster_4
CELL_0435,GENE_0286,2,S14,Cluster_4
CELL_0435,GENE_0421,160,S14,Cluster_4
CELL_0435,GENE_0086,15,S14,Cluster_4
CELL_0435,GENE_0172,17,S14,Cluster_4
CELL_0435,GENE_0219,8,S14,Cluster_4
CELL_0435,GENE_0440,5,S14,Cluster_4
CELL_0435,GENE_0013,4,S14,Cluster_4
CELL_0435,GENE_0435,7,S14,Cluster_4
CELL_0435,GENE_0391,8,S14,Cluster_4
CELL_0435,GENE_0287,1,S14,Cluster_4
CELL_0435,GENE_0061,5,S14,Cluster_4
CELL_0435,GENE_0006,5,S14,Cluster_4
CELL_0435,GENE_0145,3,S14,Cluster_4
CELL_0435,GENE_0444,23,S14,Cluster_4
CELL_0435,GENE_0314,16,S14,Cluster_4
CELL_0435,GENE_0375,12,S14,Cluster_4
CELL_0435,GENE_0374,2,S14,Cluster_4
CELL_0435,GENE_0091,2,S14,Cluster_4
CELL_0436,GENE_0290,5,S23,Cluster_5
CELL_0436,GENE_0318,6,S23,Cluster_5
CELL_0436,GENE_0359,11,S23,Cluster_5
CELL_0436,GENE_0360,5,S23,Cluster_5
CELL_0436,GENE_0000,16,S23,Cluster_5
CELL_0436,GENE_0080,23,S23,Cluster_5
CELL_0436,GENE_0392,51,S23,Cluster_5
CELL_0436,GENE_0231,33,S23,Cluster_5
CELL_0436,GENE_0446,10,S23,Cluster_5
CELL_0436,GENE_0063,26,S23,Cluster_5
CELL_0436,GENE_0435,13,S23,Cluster_5
CELL_0436,GENE_0042,9,S23,Cluster_5
CELL_0436,GENE_0251,7,S23,Cluster_5
CELL_0436,GENE_0269,9,S23,Cluster_5
CELL_0436,GENE_0079,3,S23,Cluster_5
CELL_0436,GENE_0096,7,S23,Cluster_5
CELL_0436,GENE_0111,24,S23,Cluster_5
CELL_0436,GENE_0058,1,S23,Cluster_5
CELL_0436,GENE_0376,3,S23,Cluster_5
CELL_0436,GENE_0002,19,S23,Cluster_5
CELL_0436,GENE_0135,1,S23,Cluster_5
CELL_0436,GENE_0101,23,S23,Cluster_5
CELL_0436,GENE_0044,7,S23,Cluster_5
CELL_0436,GENE_0193,60,S23,Cluster_5
CELL_0436,GENE_0329,32,S23,Cluster_5
CELL_0436,GENE_0017,5,S23,Cluster_5
CELL_0436,GENE_0158,9,S23,Cluster_5
CELL_0436,GENE_0298,1,S23,Cluster_5
CELL_0436,GENE_0461,4,S23,Cluster_5
CELL_0436,GENE_0259,23,S23,Cluster_5
CELL_0436,GENE_0004,11,S23,Cluster_5
CELL_0436,GENE_0045,10,S23,Cluster_5
CELL_0436,GENE_0421,2,S23,Cluster_5
CELL_0436,GENE_0293,6,S23,Cluster_5
CELL_0436,GENE_0487,3,S23,Cluster_5
CELL_0436,GENE_0013,3,S23,Cluster_5
CELL_0436,GENE_0138,19,S23,Cluster_5
CELL_0436,GENE_0454,1,S23,Cluster_5
CELL_0436,GENE_0210,6,S23,Cluster_5
CELL_0437,GENE_0422,6,S05,Cluster_4
CELL_0437,GENE_0373,5,S05,Cluster_4
CELL_0437,GENE_0283,4,S05,Cluster_4
CELL_0437,GENE_0293,4,S05,Cluster_4
CELL_0437,GENE_0172,5,S05,Cluster_4
CELL_0437,GENE_0236,4,S05,Cluster_4
CELL_0437,GENE_0175,12,S05,Cluster_4
CELL_0437,GENE_0281,7,S05,Cluster_4
CELL_0437,GENE_0342,6,S05,Cluster_4
CELL_0437,GENE_0336,11,S05,Cluster_4
CELL_0437,GENE_0124,10,S05,Cluster_4
CELL_0437,GENE_0075,12,S05,Cluster_4
CELL_0437,GENE_0282,4,S05,Cluster_4
CELL_0437,GENE_0086,17,S05,Cluster_4
CELL_0437,GENE_0274,11,S05,Cluster_4
CELL_0437,GENE_0360,32,S05,Cluster_4
CELL_0437,GENE_0090,15,S05,Cluster_4
CELL_0437,GENE_0059,2,S05,Cluster_4
CELL_0437,GENE_0414,45,S05,Cluster_4
CELL_0437,GENE_0011,7,S05,Cluster_4
CELL_0437,GENE_0444,16,S05,Cluster_4
CELL_0437,GENE_0337,4,S05,Cluster_4
CELL_0437,GENE_0275,9,S05,Cluster_4
CELL_0437,GENE_0139,48,S05,Cluster_4
CELL_0437,GENE_0458,4,S05,Cluster_4
CELL_0437,GENE_0435,5,S05,Cluster_4
CELL_0437,GENE_0045,11,S05,Cluster_4
CELL_0437,GENE_0061,9,S05,Cluster_4
CELL_0437,GENE_0219,8,S05,Cluster_4
CELL_0437,GENE_0088,4,S05,Cluster_4
CELL_0437,GENE_0348,8,S05,Cluster_4
CELL_0437,GENE_0170,8,S05,Cluster_4
CELL_0437,GENE_0237,6,S05,Cluster_4
CELL_0437,GENE_0454,76,S05,Cluster_4
CELL_0437,GENE_0446,3,S05,Cluster_4
CELL_0437,GENE_0064,8,S05,Cluster_4
CELL_0437,GENE_0022,1,S05,Cluster_4
CELL_0437,GENE_0047,7,S05,Cluster_4
CELL_0438,GENE_0166,7,S24,Cluster_4
CELL_0438,GENE_0305,14,S24,Cluster_4
CELL_0438,GENE_0257,14,S24,Cluster_4
CELL_0438,GENE_0280,11,S24,Cluster_4
CELL_0438,GENE_0489,8,S24,Cluster_4
CELL_0438,GENE_0035,27,S24,Cluster_4
CELL_0438,GENE_0348,4,S24,Cluster_4
CELL_0438,GENE_0221,2,S24,Cluster_4
CELL_0438,GENE_0000,6,S24,Cluster_4
CELL_0438,GENE_0150,3,S24,Cluster_4
CELL_0438,GENE_0223,40,S24,Cluster_4
CELL_0438,GENE_0407,1,S24,Cluster_4
CELL_0438,GENE_0041,9,S24,Cluster_4
CELL_0438,GENE_0283,10,S24,Cluster_4
CELL_0438,GENE_0250,3,S24,Cluster_4
CELL_0438,GENE_0143,1,S24,Cluster_4
CELL_0438,GENE_0359,3,S24,Cluster_4
CELL_0438,GENE_0227,8,S24,Cluster_4
CELL_0438,GENE_0134,6,S24,Cluster_4
CELL_0438,GENE_0375,5,S24,Cluster_4
CELL_0438,GENE_0006,9,S24,Cluster_4
CELL_0438,GENE_0153,4,S24,Cluster_4
CELL_0438,GENE_0255,3,S24,Cluster_4
CELL_0438,GENE_0278,1,S24,Cluster_4
CELL_0438,GENE_0435,7,S24,Cluster_4
CELL_0438,GENE_0091,1,S24,Cluster_4
CELL_0438,GENE_0214,5,S24,Cluster_4
CELL_0438,GENE_0485,5,S24,Cluster_4
CELL_0438,GENE_0251,5,S24,Cluster_4
CELL_0438,GENE_0487,3,S24,Cluster_4
CELL_0438,GENE_0422,4,S24,Cluster_4
CELL_0438,GENE_0017,16,S24,Cluster_4
CELL_0438,GENE_0020,3,S24,Cluster_4
CELL_0438,GENE_0275,5,S24,Cluster_4
CELL_0438,GENE_0440,28,S24,Cluster_4
CELL_0438,GENE_0148,5,S24,Cluster_4
CELL_0438,GENE_0267,3,S24,Cluster_4
CELL_0438,GENE_0138,2,S24,Cluster_4
CELL_0438,GENE_0145,9,S24,Cluster_4
CELL_0439,GENE_0227,20,S14,Cluster_6
CELL_0439,GENE_0475,8,S14,Cluster_6
CELL_0439,GENE_0406,7,S14,Cluster_6
CELL_0439,GENE_0073,19,S14,Cluster_6
CELL_0439,GENE_0250,3,S14,Cluster_6
CELL_0439,GENE_0375,15,S14,Cluster_6
CELL_0439,GENE_0278,6,S14,Cluster_6
CELL_0439,GENE_0143,15,S14,Cluster_6
CELL_0439,GENE_0251,17,S14,Cluster_6
CELL_0439,GENE_0342,13,S14,Cluster_6
CELL_0439,GENE_0098,6,S14,Cluster_6
CELL_0439,GENE_0255,3,S14,Cluster_6
CELL_0439,GENE_0469,15,S14,Cluster_6
CELL_0439,GENE_0043,32,S14,Cluster_6
CELL_0439,GENE_0035,4,S14,Cluster_6
CELL_0439,GENE_0009,11,S14,Cluster_6
CELL_0439,GENE_0314,10,S14,Cluster_6
CELL_0439,GENE_0408,12,S14,Cluster_6
CELL_0439,GENE_0389,11,S14,Cluster_6
CELL_0439,GENE_0122,6,S14,Cluster_6
CELL_0439,GENE_0155,24,S14,Cluster_6
CELL_0439,GENE_0357,8,S14,Cluster_6
CELL_0439,GENE_0269,1,S14,Cluster_6
CELL_0439,GENE_0145,4,S14,Cluster_6
CELL_0439,GENE_0237,7,S14,Cluster_6
CELL_0439,GENE_0223,2,S14,Cluster_6
CELL_0439,GENE_0017,21,S14,Cluster_6
CELL_0439,GENE_0148,6,S14,Cluster_6
CELL_0439,GENE_0138,15,S14,Cluster_6
CELL_0439,GENE_0480,4,S14,Cluster_6
CELL_0439,GENE_0302,15,S14,Cluster_6
CELL_0439,GENE_0029,2,S14,Cluster_6
CELL_0439,GENE_0298,10,S14,Cluster_6
CELL_0439,GENE_0373,8,S14,Cluster_6
CELL_0439,GENE_0393,4,S14,Cluster_6
CELL_0439,GENE_0175,15,S14,Cluster_6
CELL_0439,GENE_0212,6,S14,Cluster_6
CELL_0440,GENE_0119,19,S05,Cluster_4
CELL_0440,GENE_0318,13,S05,Cluster_4
CELL_0440,GENE_0410,31,S05,Cluster_4
CELL_0440,GENE_0393,4,S05,Cluster_4
CELL_0440,GENE_0492,3,S05,Cluster_4
CELL_0440,GENE_0083,5,S05,Cluster_4
CELL_0440,GENE_0256,12,S05,Cluster_4
CELL_0440,GENE_0146,3,S05,Cluster_4
CELL_0440,GENE_0011,3,S05,Cluster_4
CELL_0440,GENE_0282,2,S05,Cluster_4
CELL_0440,GENE_0193,6,S05,Cluster_4
CELL_0440,GENE_0259,5,S05,Cluster_4
CELL_0440,GENE_0286,4,S05,Cluster_4
CELL_0440,GENE_0376,15,S05,Cluster_4
CELL_0440,GENE_0092,7,S05,Cluster_4
CELL_0440,GENE_0221,2,S05,Cluster_4
CELL_0440,GENE_0332,2,S05,Cluster_4
CELL_0440,GENE_0291,19,S05,Cluster_4
CELL_0440,GENE_0458,6,S05,Cluster_4
CELL_0440,GENE_0322,3,S05,Cluster_4
CELL_0440,GENE_0013,3,S05,Cluster_4
CELL_0440,GENE_0354,3,S05,Cluster_4
CELL_0440,GENE_0380,5,S05,Cluster_4
CELL_0440,GENE_0336,9,S05,Cluster_4
CELL_0440,GENE_0407,4,S05,Cluster_4
CELL_0440,GENE_0312,2,S05,Cluster_4
CELL_0440,GENE_0004,4,S05,Cluster_4
CELL_0440,GENE_0021,8,S05,Cluster_4
CELL_0440,GENE_0124,12,S05,Cluster_4
CELL_0440,GENE_0345,4,S05,Cluster_4
CELL_0440,GENE_0446,22,S05,Cluster_4
CELL_0440,GENE_0117,9,S05,Cluster_4
CELL_0440,GENE_0191,3,S05,Cluster_4
CELL_0440,GENE_0296,11,S05,Cluster_4
CELL_0440,GENE_0360,38,S05,Cluster_4
CELL_0440,GENE_0160,21,S05,Cluster_4
CELL_0440,GENE_0110,2,S05,Cluster_4
CELL_0440,GENE_0028,9,S05,Cluster_4
CELL_0441,GENE_0255,4,S02,Cluster_6
CELL_0441,GENE_0457,17,S02,Cluster_6
CELL_0441,GENE_0145,4,S02,Cluster_6
CELL_0441,GENE_0034,16,S02,Cluster_6
CELL_0441,GENE_0392,4,S02,Cluster_6
CELL_0441,GENE_0337,6,S02,Cluster_6
CELL_0441,GENE_0231,5,S02,Cluster_6
CELL_0441,GENE_0021,5,S02,Cluster_6
CELL_0441,GENE_0192,2,S02,Cluster_6
CELL_0441,GENE_0153,2,S02,Cluster_6
CELL_0441,GENE_0227,6,S02,Cluster_6
CELL_0441,GENE_0009,65,S02,Cluster_6
CELL_0441,GENE_0439,18,S02,Cluster_6
CELL_0441,GENE_0029,14,S02,Cluster_6
CELL_0441,GENE_0162,5,S02,Cluster_6
CELL_0441,GENE_0002,8,S02,Cluster_6
CELL_0441,GENE_0011,10,S02,Cluster_6
CELL_0441,GENE_0446,5,S02,Cluster_6
CELL_0441,GENE_0160,14,S02,Cluster_6
CELL_0441,GENE_0129,14,S02,Cluster_6
CELL_0441,GENE_0170,4,S02,Cluster_6
CELL_0441,GENE_0098,4,S02,Cluster_6
CELL_0441,GENE_0375,13,S02,Cluster_6
CELL_0441,GENE_0092,18,S02,Cluster_6
CELL_0441,GENE_0236,11,S02,Cluster_6
CELL_0441,GENE_0211,10,S02,Cluster_6
CELL_0441,GENE_0433,6,S02,Cluster_6
CELL_0441,GENE_0059,7,S02,Cluster_6
CELL_0441,GENE_0251,7,S02,Cluster_6
CELL_0441,GENE_0336,8,S02,Cluster_6
CELL_0441,GENE_0267,10,S02,Cluster_6
CELL_0441,GENE_0008,18,S02,Cluster_6
CELL_0441,GENE_0191,2,S02,Cluster_6
CELL_0441,GENE_0091,31,S02,Cluster_6
CELL_0441,GENE_0256,10,S02,Cluster_6
CELL_0441,GENE_0282,6,S02,Cluster_6
CELL_0441,GENE_0454,3,S02,Cluster_6
CELL_0441,GENE_0475,16,S02,Cluster_6
CELL_0441,GENE_0097,4,S02,Cluster_6
CELL_0442,GENE_0035,6,S07,Cluster_6
CELL_0442,GENE_0278,3,S07,Cluster_6
CELL_0442,GENE_0274,10,S07,Cluster_6
CELL_0442,GENE_0138,18,S07,Cluster_6
CELL_0442,GENE_0194,36,S07,Cluster_6
CELL_0442,GENE_0042,10,S07,Cluster_6
CELL_0442,GENE_0021,15,S07,Cluster_6
CELL_0442,GENE_0461,8,S07,Cluster_6
CELL_0442,GENE_0079,3,S07,Cluster_6
CELL_0442,GENE_0232,11,S07,Cluster_6
CELL_0442,GENE_0312,5,S07,Cluster_6
CELL_0442,GENE_0338,5,S07,Cluster_6
CELL_0442,GENE_0236,24,S07,Cluster_6
CELL_0442,GENE_0420,1,S07,Cluster_6
CELL_0442,GENE_0444,11,S07,Cluster_6
CELL_0442,GENE_0059,12,S07,Cluster_6
CELL_0442,GENE_0255,19,S07,Cluster_6
CELL_0442,GENE_0158,15,S07,Cluster_6
CELL_0442,GENE_0283,48,S07,Cluster_6
CELL_0442,GENE_0047,18,S07,Cluster_6
CELL_0442,GENE_0145,6,S07,Cluster_6
CELL_0442,GENE_0336,13,S07,Cluster_6
CELL_0442,GENE_0359,3,S07,Cluster_6
CELL_0442,GENE_0172,21,S07,Cluster_6
CELL_0442,GENE_0454,3,S07,Cluster_6
CELL_0442,GENE_0376,4,S07,Cluster_6
CELL_0442,GENE_0410,3,S07,Cluster_6
CELL_0442,GENE_0287,3,S07,Cluster_6
CELL_0442,GENE_0170,1,S07,Cluster_6
CELL_0442,GENE_0176,19,S07,Cluster_6
CELL_0442,GENE_0305,1,S07,Cluster_6
CELL_0442,GENE_0111,3,S07,Cluster_6
CELL_0442,GENE_0148,8,S07,Cluster_6
CELL_0442,GENE_0075,14,S07,Cluster_6
CELL_0442,GENE_0286,23,S07,Cluster_6
CELL_0442,GENE_0017,24,S07,Cluster_6
CELL_0442,GENE_0281,15,S07,Cluster_6
CELL_0442,GENE_0357,8,S07,Cluster_6
CELL_0442,GENE_0408,13,S07,Cluster_6
CELL_0442,GENE_0117,10,S07,Cluster_6
CELL_0443,GENE_0241,6,S23,Cluster_5
CELL_0443,GENE_0087,18,S23,Cluster_5
CELL_0443,GENE_0378,9,S23,Cluster_5
CELL_0443,GENE_0451,34,S23,Cluster_5
CELL_0443,GENE_0044,17,S23,Cluster_5
CELL_0443,GENE_0414,7,S23,Cluster_5
CELL_0443,GENE_0327,4,S23,Cluster_5
CELL_0443,GENE_0318,12,S23,Cluster_5
CELL_0443,GENE_0161,13,S23,Cluster_5
CELL_0443,GENE_0011,3,S23,Cluster_5
CELL_0443,GENE_0155,22,S23,Cluster_5
CELL_0443,GENE_0212,6,S23,Cluster_5
CELL_0443,GENE_0291,9,S23,Cluster_5
CELL_0443,GENE_0045,8,S23,Cluster_5
CELL_0443,GENE_0043,28,S23,Cluster_5
CELL_0443,GENE_0286,3,S23,Cluster_5
CELL_0443,GENE_0353,6,S23,Cluster_5
CELL_0443,GENE_0194,12,S23,Cluster_5
CELL_0443,GENE_0406,22,S23,Cluster_5
CELL_0443,GENE_0237,51,S23,Cluster_5
